SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
050,50,001,Vermont,Addison County,1,0,35974,17776,18198,17305,17682,117,95,52,47,118,155,4,7,180,212,17478,17884,151,151,161,165,168,221,10,12,17581,17996,17137,17517,102,86,49,46,112,144,3,6,178,197,17308,17705,135,131,158,156,162,206,8,8,195,202,168,165,15,9,3,1,6,11,1,1,2,15,170,179,16,20,3,9,6,15,2,4
050,50,001,Vermont,Addison County,1,1,2057,1037,1020,1010,964,5,10,3,1,3,15,1,0,15,30,1024,992,12,24,10,12,8,27,1,1,1025,1009,1000,957,3,9,3,1,3,14,1,0,15,28,1014,983,10,21,10,10,8,25,1,0,12,11,10,7,2,1,0,0,0,1,0,0,0,2,10,9,2,3,0,2,0,2,0,1
050,50,001,Vermont,Addison County,1,2,2537,1290,1247,1253,1198,7,6,1,8,6,10,0,0,23,25,1276,1222,13,14,17,22,10,16,0,0,1277,1238,1244,1191,5,6,1,8,4,8,0,0,23,25,1267,1215,11,14,17,22,8,14,0,0,13,9,9,7,2,0,0,0,2,2,0,0,0,0,9,7,2,0,0,0,2,2,0,0
050,50,001,Vermont,Addison County,1,3,2649,1353,1296,1321,1258,3,6,5,2,10,11,0,0,14,19,1335,1277,5,14,8,12,20,14,0,0,1345,1287,1315,1250,2,6,4,2,10,11,0,0,14,18,1329,1268,4,13,7,12,20,14,0,0,8,9,6,8,1,0,1,0,0,0,0,0,0,1,6,9,1,1,1,0,0,0,0,0
050,50,001,Vermont,Addison County,1,4,3381,1747,1634,1634,1537,49,29,7,3,29,26,0,0,28,39,1657,1575,58,36,12,17,45,47,5,0,1683,1583,1580,1496,41,25,7,2,29,23,0,0,26,37,1601,1532,49,31,12,16,45,43,4,0,64,51,54,41,8,4,0,1,0,3,0,0,2,2,56,43,9,5,0,1,0,4,1,0
050,50,001,Vermont,Addison County,1,5,2835,1453,1382,1354,1276,29,30,2,2,43,36,2,2,23,36,1376,1309,37,38,13,19,51,54,2,6,1408,1328,1313,1235,29,27,2,2,40,34,1,2,23,28,1335,1261,37,30,13,14,48,50,1,4,45,54,41,41,0,3,0,0,3,2,1,0,0,8,41,48,0,8,0,5,3,4,1,2
050,50,001,Vermont,Addison County,1,6,1692,827,865,809,850,3,3,4,1,0,7,0,0,11,4,820,854,3,4,13,4,2,7,0,0,822,852,804,839,3,2,4,1,0,6,0,0,11,4,815,843,3,3,13,4,2,6,0,0,5,13,5,11,0,1,0,0,0,1,0,0,0,0,5,11,0,1,0,0,0,1,0,0
050,50,001,Vermont,Addison County,1,7,2281,1068,1213,1053,1187,3,2,1,4,4,9,0,2,7,9,1060,1196,3,4,8,12,4,10,0,2,1063,1203,1050,1178,2,2,0,4,4,8,0,2,7,9,1057,1187,2,4,7,12,4,9,0,2,5,10,3,9,1,0,1,0,0,1,0,0,0,0,3,9,1,0,1,0,0,1,0,0
050,50,001,Vermont,Addison County,1,8,2768,1413,1355,1381,1329,7,2,6,5,6,6,0,1,13,12,1394,1339,7,5,18,13,7,9,0,1,1401,1341,1372,1316,6,2,5,5,5,6,0,0,13,12,1385,1326,6,5,17,13,6,9,0,0,12,14,9,13,1,0,1,0,1,0,0,1,0,0,9,13,1,0,1,0,1,0,0,1
050,50,001,Vermont,Addison County,1,9,2953,1417,1536,1391,1510,2,0,7,8,4,10,0,0,13,8,1404,1518,3,1,17,14,6,11,0,0,1412,1528,1386,1502,2,0,7,8,4,10,0,0,13,8,1399,1510,3,1,17,14,6,11,0,0,5,8,5,8,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0
