SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
050,36,001,New York,Albany County,1,0,294565,140885,153680,118596,129558,16148,17595,315,340,4058,4270,51,60,1717,1857,120066,131078,17155,18740,855,988,4547,4758,110,119,136365,149121,115392,126298,15195,16654,232,262,4021,4220,36,46,1489,1641,116666,127634,16019,17619,702,848,4474,4680,88,100,4520,4559,3204,3260,953,941,83,78,37,50,15,14,228,216,3400,3444,1136,1121,153,140,73,78,22,19
050,36,001,New York,Albany County,1,1,16649,8610,8039,6362,5996,1628,1438,21,18,280,289,2,3,317,295,6652,6260,1867,1653,66,74,355,361,6,8,8066,7614,6033,5721,1468,1324,10,16,277,282,1,3,277,268,6291,5960,1671,1517,49,67,344,352,5,7,544,425,329,275,160,114,11,2,3,7,1,0,40,27,361,300,196,136,17,7,11,9,1,1
050,36,001,New York,Albany County,1,2,18944,9768,9176,7437,6967,1765,1690,24,17,276,262,4,5,262,235,7664,7182,1950,1856,76,53,346,330,9,6,9288,8742,7137,6685,1638,1571,13,13,271,257,1,3,228,213,7336,6881,1800,1718,56,44,334,322,4,4,480,434,300,282,127,119,11,4,5,5,3,2,34,22,328,301,150,138,20,9,12,8,5,2
050,36,001,New York,Albany County,1,3,19432,9967,9465,7820,7444,1646,1509,30,29,258,254,5,6,208,223,8002,7636,1790,1654,79,90,310,309,9,12,9547,9061,7549,7172,1537,1422,19,17,254,251,1,6,187,193,7714,7340,1666,1542,59,71,301,301,4,12,420,404,271,272,109,87,11,12,4,3,4,0,21,30,288,296,124,112,20,19,9,8,5,0
050,36,001,New York,Albany County,1,4,22227,11149,11078,8976,8839,1560,1654,24,22,409,380,4,4,176,179,9127,8989,1661,1774,82,68,456,431,12,8,10627,10537,8600,8435,1454,1546,17,16,404,377,1,1,151,162,8726,8572,1536,1651,66,57,449,424,8,5,522,541,376,404,106,108,7,6,5,3,3,3,25,17,401,417,125,123,16,11,7,7,4,3
050,36,001,New York,Albany County,1,5,22609,11123,11486,9073,8928,1361,1681,25,48,510,640,4,11,150,178,9201,9068,1436,1784,65,114,574,695,12,24,10597,10871,8695,8495,1256,1558,14,33,506,632,3,8,123,145,8800,8608,1310,1630,41,88,565,682,10,21,526,615,378,433,105,123,11,15,4,8,1,3,27,33,401,460,126,154,24,26,9,13,2,3
050,36,001,New York,Albany County,1,6,18723,9179,9544,7389,7426,1114,1439,28,22,515,513,4,6,129,138,7498,7543,1179,1519,73,61,559,559,10,8,8836,9099,7135,7121,1054,1328,20,16,512,511,4,5,111,118,7229,7221,1103,1389,59,52,555,555,9,7,343,445,254,305,60,111,8,6,3,2,0,1,18,20,269,322,76,130,14,9,4,4,1,1
050,36,001,New York,Albany County,1,7,20698,10198,10500,8442,8488,1256,1432,25,23,370,421,3,0,102,136,8527,8591,1299,1513,62,79,411,461,11,6,9797,10139,8147,8238,1171,1352,20,16,367,414,3,0,89,119,8219,8324,1203,1419,53,69,407,453,11,6,401,361,295,250,85,80,5,7,3,7,0,0,13,17,308,267,96,94,9,10,4,8,0,0
050,36,001,New York,Albany County,1,8,22646,10995,11651,9264,9798,1275,1389,35,30,349,341,4,6,68,87,9317,9863,1310,1437,66,73,369,360,6,10,10667,11318,9019,9543,1220,1338,28,27,346,333,2,3,52,74,9058,9597,1243,1377,55,65,364,351,3,7,328,333,245,255,55,51,7,3,3,8,2,3,16,13,259,266,67,60,11,8,5,9,3,3
050,36,001,New York,Albany County,1,9,22867,11050,11817,9544,10183,1134,1251,25,24,269,265,1,4,77,90,9607,10248,1170,1291,64,84,287,285,5,9,10789,11560,9343,9993,1090,1203,20,18,268,264,1,4,67,78,9398,10049,1116,1234,56,71,286,281,5,8,261,257,201,190,44,48,5,6,1,1,0,0,10,12,209,199,54,57,8,13,1,4,0,1
